id,title,price(USD),building_area(m²),land_area(m²),bedrooms,location
7caf423f84_0.webp,Glen Lorne,650000,1000,4367,4,Harare
05e3096e1a_0.webp,Gletwin Stand For Sale,100000,2000,2000,,Harare
13da52c76a_0.webp,Mandara 3 bed house for Sale,330000,250,2000,3,Harare
3b6bf81b75_0.webp,"3-bedroom Home with Borehole in Arlington, Harare South",210000,0,4000,3,Harare
bd253bcbb3_0.webp,"Waterfalls, Prospect 3 bed house for sale",195000,200,4000,3,Waterfalls
680ce2e5f3_0.webp,Build Your Dream Home Acre Stand in Desirable Brookview,170000,0,4000,,Borrowdale
e796e36db2_0.webp,Commercial Block for Sale in CBD Harare on Central Avenue,1150000,1300,1585,,Harare
faa44ac597_0.webp,Partum Mews3 Bedroom New Release Cluster Units.,320000,206,500,3,Mount Pleasant
966a1be4f6_0.webp,Ready for Investment,250000,4600,4600,,Harare
892f04bf9e_0.webp,"Customize to Your Taste ,Modern Luxury Shell Cluster in Greendale",265000,0,400,4,Greendale
212c93af42_0.webp,Strategic Corner Stand in the CBD  Warehouse  Workshop,420000,602,1388,,Bulawayo
069b61a424_0.webp,Rydle Ridge home for same,65000,250,400,4,Harare
40de8532f4_0.webp,Finish To Own Taste,280000,300,500,4,Greendale
54594b0353_0.webp,Residential Stand for Sale in Haydon Park,90000,0,1506,,Harare
a3e232b3bf_0.webp,Upmarket Cluster Development in Serene and Secure Neighbourhood.,280000,206,700,3,Mount Pleasant
7a0fefd659_0.webp,Fully Developed StandPlot,240000,0,16000,,Harare
ca65665bcb_0.webp,Borrowdale,700000,4000,4000,7,Borrowdale
11ca57494a_0.webp,Neat as a pin,90000,289,2000,3,Harare
5ff2840627_0.webp,Elizabeth Park Stand with Cession Paperwork,18000,0,592,,
464c5b67fd_0.webp,Chadcom property for sale,115000,100,2000,2,Harare
c5fecdf432_0.webp,"Modern Comfort, Outdoor Bliss  Prime Convenience",105000,0,15700,,Bulawayo
c68d590d01_0.webp,"Charming 3-Bedroom Home with Flatlet in Rockview, Harare East",95000,80,1000,3,Harare
ebd10169cc_0.webp,Conveniently located apartment in Avondale,200000,1,15700,5,Harare
982cb8c7c1_0.webp,Budiriro 2 .Reduced To Go,120000,1,360,,Harare
d7a67fb375_0.webp,Spacious Commercial Land in Ivory Park,110000,0,4000,,Harare
46bdee1988_0.webp,Stunning Montrose  Bulawayo Property,100000,1125,1125,3,Bulawayo
a04544f20a_0.webp,Superb Opportunity,520000,300,4050,4,Mount Pleasant
9a2e542418_0.webp,"Prime Industrial Land for Sale - 1880m², Tynwald, Harare with Outstanding Features",95000,0,1600,,Harare
4e657456e1_0.webp,Commercial Stand For Sale,250000,80,3380,,Harare
9855e725c7_0.webp,Neat as a pin,105000,220,400,4,Waterfalls
684c260abb_0.webp,"Mortgage Accepted 5-Bedroom Luxury Home for Sale in Sunway City, Harare with Borehole",160000,406,2080,5,Harare
5ae9b1cf8a_0.webp,"Spacious 3-Bedroom Apartment for Sale in Glen Lorne, Harare",180000,0,1900,3,Harare
9586518a22_0.webp,negotiable,130000,0,2100,,Harare
6de7c34575_0.webp,Property suitable for Commercial use in Queensdale,195000,350,1900,3,Harare
52ecd0c3bb_0.webp,"Elegant 5-Bedroom Home in Mainway Meadows, Harare South",150000,856,2450,5,Harare
9a6a9ac066_0.webp,Affordable SilverBrooke 1000m² Stand for Sale in Prime Ruwa Location,42000,0,1000,,
8652998020_0.webp,4-Bedroom House for Sale in Crowhill Views Harare,170000,2000,2450,4,Harare
de7f6c4f1c_0.webp,Ready To Build Stand,45000,0,800,,Harare
8410008bf4_0.webp,Brookview Spacious 6 Bedroom House for Sale,450000,600,2000,6,Harare
cf073bdeb9_0.webp,Rented Commercial Building - Good Management,1650000,686,800,,Harare
b08c5be7e1_0.webp,Neat St Martins House. Lockup and GO,115000,160,1025,3,Harare
eb78174f7c_0.webp,Ruwa Country Club Golf Estate,75000,0,2181,,Borrowdale
a267f1a9da_0.webp,Unlock The Potential of this Greystone Park Gem,350000,300,2915,4,Greystone Park
da3881a8d3_0.webp,Karoi Industrial Property For Sale,580000,2000,9121,,
a5805638c2_0.webp,Quinnington,180000,0,2000,,Borrowdale
abe4214285_0.webp,Borrowdale Carrick Creagh Stand for Sale,245000,0,4132,3,Borrowdale
e39cca367b_0.webp,Strategically Located Bulk Fuel Depot For Sale,850000,3000,8412,,Bulawayo
6d2f4cdf64_0.webp,Elegant Duplex Townhouse in a Well-Maintained Complex with Modern Features,279000,180,32180,3,Newlands
c09b81bcb2_0.webp,Perfectly Located Stand,73000,0,844,,Harare
e84f968471_0.webp,Spacious 4-Bedroom Family Home with Lush 1500 m² in Hogerty Hill,90000,1500,1500,4,Harare
4c187ad778_0.webp,Barrington Park $15000,15000,0,200,,Harare
68e06743ce_0.webp,"Stand in Lenana Park, Harare West - 400 m²",32000,0,410,,Harare
6220e737aa_0.webp,"Arlington East phase2,560sq,roads,sewer, water and electricity",56000,0,560,,Harare
7e6b006403_0.webp,Tynwald North House,115000,450,450,4,Harare
927c48a7ce_0.webp,"Fantastic investment in Knowe, Norton",65000,2015,2015,,
dce4863a99_0.webp,Windermere Hotel along Vic Falls Road Bulawayo,300000,2800,40000,,Bulawayo
562f084382_0.webp,Investment Opportunity,120000,4100,4100,,Harare
62573fcfa9_0.webp,A choice of 6 cluster units for sale.,85000,0,0,3,Waterfalls
1afd5ab508_0.webp,Premium 10.6-Acre Development Land,7500000,1000,43000,9,Borrowdale
d9aeaaf5ad_0.webp,Escape to Boulders Estate Embrace Eco-Friendly Living,70000,0,2000,,
85de26d6aa_0.webp,"Prime Location, Premium Living",240000,250,7800,3,Harare
2c48a79b46_0.webp,House for sale,310000,350,4047,3,Harare
e85b863b66_0.webp,Newly Renovated Studio Flat for Sale,40000,0,4040,,Harare
7245f41405_0.webp,Parkview Serviced Stand for Sale  Ready to Build with Title Deeds,24000,0,276,,Harare
b2f17d6a3a_0.webp,Invest In Location,48000,0,4040,,Bulawayo
cb7c7847da_0.webp,Prospect waterfalls house for sale,250000,500,4000,5,Waterfalls
60674321e0_0.webp,Commercial land suitable for warehouses etc,130000,1000,4000,3,Hatfield
ff6e8b190b_0.webp,Commercial Stand in Hwange For Sale,1500000,0,100000,,Bulawayo
5f5dd4c5a4_0.webp,Perfectly located solid home bordering Hellenic School,600000,1963,5953,4,Mount Pleasant
c56a6a42cb_0.webp,Highlands Commercial Property for Sale along EnterpriseED Mnangagwa Road,1250000,1000,4000,,Highlands
8da8cc71ae_0.webp,Strategically Located House on Half an Acre,250000,200,1963,4,Eastlea
c020436a6e_0.webp,Spacious 4-Bedroom Home in Prime Bluff Hill Location,250000,800,1195,4,Harare
98ce2b3ebb_0.webp,Newly Constructed Corner Property in Mabvazuva,110000,200,400,4,
52df582202_0.webp,Modern Eastlea Office or Home,260000,50,1195,4,Eastlea
336e16de9f_0.webp,Damofalls house for sale,58000,268,300,4,
dd52989be0_0.webp,"Prime 1799m² Residential Land for Sale in Pomona, Harare North",56000,0,1799,,Harare
4e61846e3c_0.webp,Spacious 6-Bedroom Home in Marimba Park Entertainment Delight,135000,220,7800,6,Harare
ea28b5e558_0.webp,Stand ideal for a starter home,20000,0,1200,,Harare
e56bd9f1ee_0.webp,Marlborough Cluster Home For Sale,190000,350,450,4,Marlborough
892a6e5dcb_0.webp,Commercial Property Right In The Cbd,5500000,7314,7314,1,Harare
f81b18b1aa_0.webp,Elegance Defined A Grand Acre Retreat with Panoramic Views,780000,800,4000,6,Harare
e2c1cb786c_0.webp,"New Price, Quick Sale",130000,2268,2268,,Mount Pleasant
1db1a7b1b8_0.webp,Newly Built Shop,19000,150,250,,Harare
a38cba4881_0.webp,Marlborough sunset view gated community,360000,300,2000,4,Marlborough
06fd4881aa_0.webp,Gated Community Along Domboshava Road,26400,0,264,,Harare
8df75ad518_0.webp,Stylish 3-Bedroom Maisonette Villas for Sale in Hatfield  Prime Location  Great Value,135000,350,3000,3,Hatfield
2c535b3dec_0.webp,Vacant Stand For Sale Mzari Extension - 4442 sqm,60000,120,4442,3,Harare
6e9901c465_0.webp,"Residential Land for Sale in High-Density Hatcliffe, Harare- 300m²",13000,300,300,,Harare
e014537045_0.webp,Southlea Park Stands  Flexible Payment Terms,10000,0,220,,Harare
cbdff292d2_0.webp,Zengeza 5 Chitungwiza house for sale,33000,120,250,2,
2ee2f19319_0.webp,Warehouse for Sale,3000000,4700,13000,,Harare
90ef7c8c38_0.webp,Spacious 2-Bed Apartment in Vainona with Borehole - Must See,160000,350,4040,2,Harare
f209910a16_0.webp,Aspindale house for sale,95000,80,200,3,Harare
0a3897d67b_0.webp,Spacious Family Property with Extensive Features for Sale in Waterfalls,220000,400,4090,4,Waterfalls
,New development of duplex homes,250000,180,400,3,Harare
027a20f707_0.webp,Well Maintained Flat,60000,80,400,2,Harare
36fb8e9140_0.webp,Plumtree Stands For Sale,10000,0,450,,
aaad0a4417_0.webp,Willowvale 2-Bedroom Flat for Sale,38000,0,8000,2,Harare
cbe91ddf36_0.webp,Nicely Designed Home In An Enclosure,34000,220,350,5,Harare
73064f3962_0.webp,Prime Land for Service Station Near Beatrice Hospital,240000,0,8000,,Harare
8933c08802_0.webp,Eastlea House For Sale,350000,500,1784,4,Eastlea
9b404995f0_0.webp,Charming Family Home In Great Location,715000,400,4168,5,Harare
,Mbundane House or sale.,32000,200,4778,4,Bulawayo
3e03ba1128_0.webp,Westgate Fairview Stand for sale.,25000,0,600,,Harare
bd5fefeae7_0.webp,Commercial property for sale in Kariba,99500,4778,4778,9,
4b80b25041_0.webp,A commercial light industrial property for sale in Chiredzi,480000,2038,6354,,
57601f50b5_0.webp,Commercial property for sale,1600000,500,1388,3,Bulawayo
9264f11c6e_0.webp,Tap Into Chinotimbas Ready Markert,100000,0,1301,,
6f04d82014_0.webp,A promising investment opportunity in South View Park,24000,0,240,,Harare
db2804b63d_0.webp,"Stunning 4-Bedroom Home with Pool in Alexandra Park, Harare",380000,500,1804,4,Alexandra Park
a2ac43319a_0.webp,Prime Residential Stand For Sale - Knowe Mtukudzi Area,28000,0,2000,,
4e22b4a4d4_0.webp,Exceptional 6-Bedroom Luxury Home in Brookview,400000,2000,15300,6,Harare
dcfeb1cb5d_0.webp,Cleverhill Area,285000,0,12000,3,Harare
010c42846c_0.webp,An opportunity to invest in an exclusive gated community,935000,800,15300,4,Harare
475c6d91da_0.webp,"2968 m² Residential Land for sale in Carrick Creagh, Harare",125000,0,2968,,Harare
baf2d38f71_0.webp,Industrial Workshop on prominent street,670000,0,2000,,Harare
db38f85bf6_0.webp,A Renovators Dream For Sale In Northwood,360000,4027,8094,5,Harare
46f2ba29ab_0.webp,Kabot Villas Buena Vista,120000,300,14399,4,Bulawayo
d58cf50107_0.webp,Peaceful Retreat in Insukamini,47000,0,8094,3,
6eb07b7e82_0.webp,Prospect land for sale,530000,14399,14399,4,Waterfalls
ae1dfcd8cc_0.webp,"3-Bedroom House for Sale In Newton, Bulawayo",200000,250,9136,3,Bulawayo
47de7c0ae6_0.webp,Bays For Sale Msasa,1600000,0,1066,,Msasa
84f414fe3d_0.webp,"Nyeredzi Ridge, Stunning Gated Community Stand For Sale",52000,0,500,,Harare
92b2ef0bbd_0.webp,Turnkey Business Opportunity in Prime Location,600000,0,1066,,Bulawayo
a31de897c5_0.webp,Unfinished Property for Sale  Kadoma New Density,50000,390,456,4,
2f8b4ed923_0.webp,220m² Commercial  Industrial Land in Chitungwiza with Borehole,24000,0,220,,
5a848852df_0.webp,House for Sale in Suburbs,250000,500,1455,3,Alexandra Park
db3208d5af_0.webp,Westgate Fairview phase 2,65000,0,1000,,Harare
757ec5e1ed_0.webp,"An Investment Opportunity In A Prime Location, only three units left",425000,500,4047,4,Harare
95660510ab_0.webp,Neat and cozy house,100000,200,500,4,Harare
062f311fd5_0.webp,A plot to sale,30000,0,220000,,
8c9f1a1f5f_0.webp,Modern and stylish 4 bedroomed duplex cluster house,340000,148,360,4,Mt Pleasant
,Experience Modern Living in Avondales Premier Complex,200000,400,15750,3,Avondale
,Ready to build ,65000,0,2000,,Harare
,Greendale property,360000,500,4048,3,Greendale
,Hillside 2 Bedroom Duplex Garden Flat,95000,120,4694,2,Hillside
326e1d458e_0.webp,"Prime 4,059sqm Stand for Sale  Greenfield Cherries, Kadoma",110000,0,4059,3,Harare
fa29c16bf8_0.webp,Farms for sale,110000,0,500000,,
c398bba465_0.webp,"Prime Churchill Road Frontage  Alex Park  $600,000",600000,500,3000,,Alexandra Park
78b8020efa_0.webp,Townhouse for Sale in Queenspark.,75000,0,0,3,Bulawayo
92e02adc6d_0.webp,Incomplete 4-Bedroom House For Sale in Ruzawi Park Marondera,65000,2089,2089,4,
6c0a8e12f8_0.webp,"Prime 1112m² Residential Land in Norton, Mashonaland West",18000,0,1112,,
92b2d04399_0.webp,Commercial Property For Sale in Harare City Centre,480000,500,1190,,Harare
fbc4e67c26_0.webp,Your Dream Home Awaits,225000,499,1350,3,Greendale
9b44ba1e1e_0.webp,"A Modern Oasis, Inside and Out",455000,750,2012,6,Harare
5e61e748fc_0.webp,An Industrial property for sale.,150000,150,1350,,Harare
deaa839177_0.webp,Four Bed Property With Great Potential,280000,250,4010,4,Harare
,Warehouse for Sale in New Ardbennie,160000,150,200,,Harare
47e37ca979_0.webp,Own this Beautiful and Conviniently Located Home in a well established surbub,95000,300,595,3,Harare
c82468fb5e_0.webp,REDUCED Emerald Hill with nice borehole REDUCED On Show,310000,130,2000,3,Harare
6905e0342f_0.webp,Charming 3-Bedroom Home in Mandara with Expansive Garden,350000,1,5392,3,Harare
51a1bfb05d_0.webp,Ardbennie - $120000,120000,277,277,,Harare
f654b39a71_0.webp,Headlands Eagle Nest Plot for sale,9500,0,50000,8,harare
fc6f1619ca_0.webp,"Fully Serviced 4,000m² Stands for Sale Terms Acc  Penhalonga Road Frontage, Near Mutare Highway",72000,0,4000,,
1a6a1c7bd1_0.webp,4 Bedroomed house For Sale In Charlotte Brooke,120000,1000,1000,4,Harare
851d7bfcdd_0.webp,4 Bedroom House for sale in Beitbridge,220000,296,2508,4,
e58a2ed6b1_0.webp,Investors Delight,70000,160,300,3,Harare
4ada5591fd_0.webp,Spacious 5-Bedroom Family Home with Borehole in Mt Pleasant Heights,435000,3300,4000,5,Mt Pleasant
e9b2a83ea2_0.webp,Versatile Commercial Premises,360000,1807,1807,,Bulawayo
2a8079b87b_0.webp,"Spacious 4-Bedroom Fully Furnished Home in Matsheumhlope, Bulawayo",300000,800,4000,4,Bulawayo
17050438b8_0.webp,Semi Finished Cluster House for Salein Old Marlborough,115000,0,3629,3,Marlborough
418beffa1b_0.webp,3 Bed House for sale in Glenview 3,40000,120,200,3,Glen View
ef5b2f6b5d_0.webp,Luxurious 7 bedroomed house with self-contained 3 bed cottage for sale in Gletwin,500000,500,3629,7,Harare
5c6ff9fadd_0.webp,Incomplete House At Ring Beam Level,80000,360,1234,4,Harare
876fd3f1e7_0.webp,Freestanding Duplexes for Sale,300000,200,500,5,Greystone Park
ca8b65cf9a_0.webp,An Incomplete House,280000,500,2000,8,Harare
8e4a5ff86b_0.webp,Mt pleasant clusters for sale,295000,520,800,4,Harare
210fcc0e75_0.webp,"Karoi Mixed-Use Development Your Gateway to Modern Living, Business, and Growth  Just 1km from CBD",6500,0,300,,
39ce733646_0.webp,3 Bedroomed House for Sale in Braeside,120000,300,793,3,Harare
449b8ff153_0.webp,Madokero house for sale,130000,220,400,4,Harare
fa319bc526_0.webp,Affordable stands,10000,0,200,4,Harare
82d12fc466_0.webp,Ready to Build Stand Prime Area Off Gletwin Road,275000,6191,6197,3,Harare
9ee00414d2_0.webp,Prospect Stands for Sale,50000,0,1000,,Harare
e27808782e_0.webp,Incomplete plastered house for sale,110000,2522,140000,4,
6d2d422be0_0.webp,Borrowdale Vacant Commercial Stand For Sale,1370000,0,7943,,BORROWDALE
2784a8b441_0.webp,"Prime 15-Hectare Agricultural Land for Sale in Goromonzi, Zimbabwe",350000,0,140000,,HARARE
57a0422f1b_0.webp,Chiedza Park Stands,12000,0,300,,Harare
17668f872f_0.webp,Marimba Park Leopold Takawira,11500,0,400,,Harare
5f3e2e4476_0.webp,"Prime Residential Land for Sale in Crowhill Views, Harare North 4126 m²",50000,0,4126,,Harare
c503d2c728_0.webp,"Prime 1151 m² Commercial Land for Sale in Kariba, Mashonaland West",120000,0,1151,,Harare
d861c147f2_0.webp,Rydale Ridge,80000,150,437,4,Harare
f2aae0e816_0.webp,Arlington commercial stand for sale,300000,0,4000,,Harare
eadf43347d_0.webp,New on the market,50000,180,200,4,Warren Park
79a6f1d475_0.webp,Commercial District Of Gokwe,150000,400,877,,
4481a9e937_0.webp,Prime Commercial Stand In Gletwin,95000,0,2873,,Harare
687be7b01c_0.webp,"Affordable Garden Flat  Wessex Mews, Mabelreign",85000,97,97,2,Harare
1a1a8fe1ab_0.webp,Build Your Family Home in Manresa,60000,150,1888,5,Harare
d8a4fc4cec_0.webp,This Is Your Peaceful Retreat,350000,0,25182,4,
a748724718_0.webp,Umwinsdale stand for sale,290000,0,6000,,Harare
50720effef_0.webp,"5-Bedroom House for Sale in High-Density Glen Norah, Harare",43000,150,250,5,Harare
5e6841b192_0.webp,"Residential Land For Sale In Silverbrooke, Ruwa",70000,1259,1259,,Harare
74e70e22c3_0.webp,Quick sale ...Reduced to go ,36000,412,412,4,Harare
d8dee5ea11_0.webp,Prime Serviced Industrial Land in Sunway City for Sale,480000,9618,9618,,Harare
c669ce40ca_0.webp,Industrial property for sale,120000,0,2100,,
32990b85e9_0.webp,For Sale In Marlborough Is A Development Opportunity,95000,2000,9592,2,Marlborough
60fbd341d1_0.webp,Boulders Estate vacant and ready to build stand,47000,0,1211,,
6a584e7ac6_0.webp,Spitzkop Land For Sale,25000,0,2000,,Harare
befd18e375_0.webp,Concession Amandas extension,8000,0,1800,,
73edf26012_0.webp,Robert Mugabe Way Block with Retail Shops,1200000,800,1120,2,Bulawayo
a70550fd7e_0.webp,Nleta940,40000,1,1,3,Bulawayo
a1373a11b6_0.webp,Prime Development Land in Borrowdale Quinington,580000,8600,8600,,Borrowdale
60b2e6cc5d_0.webp,Greendale -$250 000,250000,2000,4896,6,Greendale
03d7849d38_0.webp,Prime location,370000,300,800,3,Borrowdale
61a70885bf_0.webp,Exquisite 6-Bedroom Home in Crowhill Views,120000,600,2000,6,Harare
7051ed4abe_0.webp,Classy 2 bedroomed apartment for sale,55000,0,4080,2,Harare
d88441b24d_0.webp,Finish To Taste Incomplete Property In Kutandara,75000,203,400,6,Harare
2c39b755d0_0.webp,An Acre of Land With Deeds in Chicago,70000,0,4080,5,
9072459fd5_0.webp,Turnpike Industrial Park  Prime Commercial  Industrial Property for Sale in Zimbabwe,101950,0,3133,,Harare
,Prime Commercial Stand,550000,0,4049,,Waterfalls
049012b86a_0.webp,Available In A Great Location,2100000,0,0,3,Harare
483d0e0d8d_0.webp,Strategic Commercial Spot  Harare-Masvingo Tollgate,90000,0,1500,,Harare
6bee7a6154_0.webp,Chicago Stand for Sale,90000,0,4429,,
3437299594_0.webp,House For Sale,400000,4367,5300,4,Harare
9108119374_0.webp,Investors Delight,150000,300,4000,3,Waterfalls
4701fb7c8a_0.webp,Luxurius Entertainers Delight,320000,1250,4367,4,Bulawayo
f87f832bad_0.webp,Gletwyn House For Sale,350000,1000,3600,6,Harare
,Luxurious Sandton Phase 2 Property for Sale,145000,500,1250,4,Harare
d29a9c3410_0.webp,"2 x Prime 1-Acre Plot in Richmond, Bulawayo - Ideal Investment",85000,0,4047,,Bulawayo
2e730161cf_0.webp,Good for re-development...,250000,300,4896,5,Greendale
ecc12733d4_0.webp,Perfect Home In Luxurious Style,645000,1000,5600,6,Borrowdale
,Prime Residential Land For Sale in Shawasha Hills,550000,0,23000,,Harare
48f3de587b_0.webp,A New Standard of Townhouse Living,150000,403,13400,3,Bulawayo
8fa59d7a26_0.webp,"CBD rare opportunity , Block Flats comprising of 32 Units",1000000,0,0,26,Harare
5499d90554_0.webp,"Stunning 3-Bedroom Family Home in Avondale, Harare",240000,0,0,3,Avondale
8cb6f6a769_0.webp,"Bulawayo Road, Kadoma",175000,680,1989,2,Bulawayo
8646ef8e20_0.webp,Prime Location High-Potential On Chisipite,600000,200,4047,3,Harare
d4cf12a321_0.webp,A flat for sale in Marimba,45000,0,0,3,Harare
c39c967da4_0.webp,"Prime 4-Acre Stand for Sale in Beautiful Borrowdale, Harare",440000,0,16187,,Borrowdale
ddca9b9d17_0.webp,Apartment Model 3,68000,120,471,2,Harare
cfbb75cec4_0.webp,Brookeview Elegant Unfinished Double Storey House For Sale,450000,500,2000,6,Harare
fd317c3745_0.webp,Cluster Stands For Sale In Tynwald,35325,0,471,,Harare
2a1bc59916_0.webp,A Good Family Buy In The Right Area,450000,350,2100,6,Harare
314b789df3_0.webp,2-Bedroom House for Sale  Dzivarasekwa Extension,35000,250,11500,2,Harare
6ea455d052_0.webp,Corner Property with Waterfalls Avenue Frontage,165000,600,600,4,Waterfalls
0d7a727b76_0.webp,Rainham plot for sale,85000,0,11500,,Harare
d927541f1f_0.webp,"Split-Level Property for Sale in Hogerty Hill, Borrowdale",120000,350,1040,4,Borrowdale
9522775988_0.webp,Southerton Prime Industrial Property for Sale,1450000,2790,5000,,Harare
2d23626983_0.webp,Modern townhouses near Honeydew,220000,149,300,3,Greendale
09adf22de2_0.webp,Newly built,300000,207,570,4,Mount Pleasant
afc9b69e4d_0.webp,3 Bedroom House For Sale In Budiriro 5A,45000,120,300,3,Harare
2f9bb31cf6_0.webp,Beautiful 4 bedroom house in a complex,200000,253,552,4,Harare
2f4bd57903_0.webp,Retirement or Agricultural Bliss,32000,0,8094,,Bulawayo
9d42ea53d8_0.webp,Cowdraypark House For Sale,22000,1,1,3,Bulawayo
540ff13a5f_0.webp,HOGERTY HILL Corner stand,100000,0,3500,,Borrowdale
5a6262d2ec_0.webp,Stunning 6-Bedroom Home in Hogerty Hill with Borehole Available,590000,530,2372,3,Harare
8be3655db9_0.webp,Contemporary Family Home - Currently A Bnb,220000,490,1455,3,Bulawayo
23f9727c1e_0.webp,Waterfalls New Prospect Industrial Property For Sale,300000,4500,4500,,Waterfalls
0a2fa97fe7_0.webp,Extremely Neat newly built,600000,500,800,5,Borrowdale
1377cd9a55_0.webp,Perfect Office Space,1600000,3000,4456,,Msasa
b5be1c9605_0.webp,Hatcliffe house for sale,22000,75,300,5,Harare
131ff8b01c_0.webp,Former Hotel property for Sale - Offers plenty of commercial and institutional possibilitiesuses,2500000,7000,78000,,Harare
53dc3d5372_0.webp,Prime Land for Development,580000,0,9369,,Greendale
2e1874f3c0_0.webp,Shawasha Hills Mansion For Sale,1300000,10900,10900,5,Harare
e50054d2d1_0.webp,Stunning Newlands Townhouses for Sale  Prime Living,380000,520,700,4,Newlands
f0c2439a66_0.webp,Exceptional double storey home close to University,1500000,650,2000,6,Mount Pleasant
64566f96e3_0.webp,Immaculate Large Family Home,590000,500,2050,4,Borrowdale
420e9daf2d_0.webp,Zimre Park Masvingo House For Sale,280000,3498,15904,4,
500e74b2ec_0.webp,Willowvale Road Corner Endless Possibilities Await,450000,540,1600,,Harare
e6e3328043_0.webp,"Land for sale within John Gault Village, Julisadale",80000,0,15904,,
bd8cb54f4e_0.webp,"Spacious 8-Bedroom Home in Budiriro, Harare - Great Value",43000,300,300,8,Harare
63e1ca7ec8_0.webp,1-Bed Flat for Sale  Cnr Herbert Chitepo  Blackstone,55000,0,645,1,Harare
c8ab1c68b1_0.webp,Commercial Light Industrial Land In Eastlea,950000,0,9151,,Eastlea
ba9e4cc109_0.webp,Charming 3-Bedroom Home with Cottage for Sale .,100000,250,645,3,Harare
0bb12f207a_0.webp,Chadcombe Msasa Park,65000,518,1000,3,Msasa
95ad07afdb_0.webp,Tynwald South Industrial opportunity,95000,500,840,3,waterfalls
d96480a39d_0.webp,Crowhill Views,13000,0,1000,4,Harare
61cbbb799a_0.webp,"Residential Land for Sale in Manningdale, Bulawayo East",35000,0,4098,,Bulawayo
45754027a7_0.webp,Fernvalley property for sale,95000,200,8469,3,
c32771c67c_0.webp,Modern 3 bedroom Duplexes located in Greystone Park,360000,0,0,3,Greystone Park
486c9668a1_0.webp,Prime on good soils...,75000,0,1555,,Mount Pleasant
1b8cf05d69_0.webp,Family home,290000,4223,4223,5,Marlborough
4471aad50e_0.webp,Great Investment Oppoturnity,3190000,198,82000000,,
503af470f9_0.webp,Great opportunity,50000,0,1150,,Waterfalls
de053ab22d_0.webp,Land share stands for sale in Old Marlborough,30000,0,250,2,Marlborough
81b28938a5_0.webp,Refined Living On Steppes Road,613500,302,1257,,Harare
ed33d4ceda_0.webp,Charming 3-Bedroom House for Sale in Norton.,70000,0,1660,3,
b15d6de17d_0.webp,Chitungwiza Factory And Equipment For Sale,850000,5000,10417,,
,"3 Bed apartment in Randpark Ridge, Johannesburg, South Africa",75000,0,1775,3,
447034a4ea_0.webp,Old Marlborough house for Sale,280000,300,4606,4,Marlborough
254df0657c_0.webp,Expansive 1775 m² Stand for Sale in Serene Mount Pleasant Heights,70000,0,1775,59,Mount Pleasant
2c5f8179d2_0.webp,Hillside house for sale,230000,340,1400,4,Hillside
e08d40e0e2_0.webp,Gresytsone Park Scotish Style Cottage,430000,250,5100,3,Greystone Park
7cd972ca2d_0.webp,Bluffhill Cottage For Sale,128000,80,2060,2,Harare
cf49b9e7a8_0.webp,4bed house for sale in Southview Park,68000,150,240,4,Harare
2db8f1bfcd_0.webp,800 m² Residential Land for Sale in Kadoma with Municipal Water,7000,250,800,3,Harare
ca1a65a973_0.webp,"Spacious 3-Bedroom Garden Flat on 300m² in Bluff Hill, Harare",85000,250,300,3,Harare
ecfbff6f86_0.webp,a spacious residential house for sale,700000,800,2986,6,Milton Park
772651ae62_0.webp,Commercial property for sale in Sandton Park,220000,200,4613,,Harare
3fab78763d_0.webp,Industrial Land For Sale,100000,0,5000,,
c2bf3f4fd0_0.webp,"Prime Hotel  Lodge, Lake Chivero, Mashonaland West with Title Deeds",1800000,1000,65000,,
8c741ffc92_0.webp,Once In A Lifetime Property,210000,1,2975,3,Bulawayo
5fd16b4b6d_0.webp,Norton twin lakes house for sale,75000,500,1500,2,
4153369361_0.webp,Commercial property for sale in Chitungwiza,145000,470,500,,
dede2f9b02_0.webp,"Prime Commercial Land for Sale in Arlington, Harare South - 5755 m²",480000,5755,5755,,Harare
f34806d41b_0.webp,Fairview Living Redefined,240000,120,500,3,Harare
098eb45ce8_0.webp,Great investment,45000,100,300,3,Harare
0504a4db5b_0.webp,Perfect head office,350000,400,1800,,Eastlea
bc715326ee_0.webp,Neat 2-Bedroom Apartment for Sale  Eastview Gardens With Deeds,60000,200,1800,2,Eastlea
93b1d8ce6d_0.webp,TownhouseComplexCluster For Sale in Greendale,200000,150,300,3,Greendale
,Investment Opportunity,28000,0,1800,,bulawayo
81bcf7f877_0.webp,Closer to Mutare Road,650000,0,12700,,Msasa
8c840fa263_0.webp,Exceptional Investment Opportunity,650000,600,4047,4,Mount Pleasant
c78dc77ede_0.webp,Dzivarasekwa Ext 4 Bed House For Sale,27000,200,200,4,Harare
c01f4986b5_0.webp,Elegant Family Home In Borrowdale Brooke,2000000,800,1300,5,Borrowdale
414dc2c3db_0.webp,Stunning Architectural Designed Family Home ,1100000,559,4003,7,Harare
e3260eb0f2_0.webp,"Prime Sunway City Harare Land with Borehole,Deeds  3 Cottages with Rental Income 3087m²",160000,3087,3087,,Harare
ec8ae025fc_0.webp,Stylish 3-Bedroom Luxury Apartment in Mount Pleasant,360000,385,500,3,Mount Pleasant
b74b2dafcb_0.webp,"Modern, Secure And Great Value",240000,220,500,3,Harare
